"Interval|""ms""|0|0|1","Utc|""ms""|0|0|1","Analog1|""""|0|5|100","Analog2|""""|0|5|50","Battery|""Volts""|0.0|20.0|1","AccelX|""G""|-3.0|3.0|50","AccelY|""G""|-3.0|3.0|50","AccelZ|""G""|-3.0|3.0|50","Yaw|""Deg/Sec""|-120|120|50","Pitch|""Deg/Sec""|-120|120|50","Roll|""Deg/Sec""|-120|120|50","Gsum|""G""|0.0|3.0|50","RPM1|""rpm""|0.0|1000000.0|1000","Latitude|""Degrees""|-180.0|180.0|25","Longitude|""Degrees""|-180.0|180.0|25","Speed|""mph""|0.0|150.0|25","Altitude|""ft""|0.0|4000.0|25"
2731323,1.70215E+12,0,0,,0.19,0.49,0.68,-63,-7,1,0.53,0,39.67411,-77.417442,8.48,1087
2731363,1.70215E+12,0,1,,0.31,0.62,1.06,-69,4,15,0.69,0,39.674114,-77.417442,8.43,1087
2731403,1.70215E+12,0,0,,0.22,0.78,1.1,-71,7,29,0.81,0,39.674114,-77.417435,8.69,1086.9
2731443,1.70215E+12,0,0,,0.26,0.28,0.65,-66,-4,16,0.38,0,39.674114,-77.417435,8.44,1086.9
2731483,1.70215E+12,0,0,,0.27,0.36,0.56,-53,-22,-5,0.45,0,39.674114,-77.417435,8.54,1086.9
2731523,1.70215E+12,0,0,,0.35,0.29,1.13,-44,-31,3,0.46,0,39.674114,-77.417435,8.39,1086.8
2731563,1.70215E+12,0,0,,0.34,0.65,1.35,-46,-26,14,0.74,0,39.674114,-77.417435,8.78,1086.8
2731603,1.70215E+12,0,0,,0.27,1,1.41,-54,-14,4,1.04,0,39.674118,-77.417427,8.93,1086.7
2731643,1.70215E+12,0,1,,0.41,0.73,1.31,-57,-2,1,0.84,0,39.674118,-77.417427,8.9,1086.7
2731683,1.70215E+12,0,1,,0.36,0.66,1.18,-63,7,10,0.76,0,39.674122,-77.417427,8.22,1086.7
2731723,1.70215E+12,0,1,,0.31,0.55,0.91,-61,9,3,0.63,0,39.674122,-77.417427,7.5,1086.7
2731763,1.70215E+12,0,1,,0.23,0.28,0.69,-58,6,-7,0.36,0,39.674122,-77.417427,6.94,1086.7
2731803,1.70215E+12,0,0,,0.28,0.18,0.75,-48,3,0,0.33,0,39.674126,-77.417427,7.07,1086.7
2731843,1.70215E+12,0,0,,0.24,0.39,1.04,-41,1,8,0.46,0,39.674126,-77.417427,6.66,1086.6
2731883,1.70215E+12,0,0,,0.3,0.17,1,-34,-1,4,0.34,0,39.674126,-77.417427,7.08,1086.6
2731923,1.70215E+12,0,0,,0.21,0.65,0.97,-29,-5,4,0.68,0,39.67413,-77.417427,6.83,1086.6
2731963,1.70215E+12,0,0,,0.25,0.42,0.71,-30,-10,3,0.49,0,39.67413,-77.417427,6.72,1086.6
2732003,1.70215E+12,0,0,,0.16,0.4,0.87,-33,-11,-4,0.43,0,39.67413,-77.417427,6.8,1086.6
2732043,1.70215E+12,0,0,12.78,0.4,0.71,1.19,-38,-7,-5,0.82,0,39.674133,-77.417427,6.52,1086.6
2732083,1.70215E+12,0,0,,0.32,0.52,1.13,-44,1,2,0.61,0,39.674133,-77.417427,6.13,1086.6
2732123,1.70215E+12,0,0,,0.2,0.43,0.98,-48,6,5,0.48,0,39.674133,-77.417427,6.22,1086.6
2732163,1.70215E+12,0,0,,0.22,0.11,0.88,-48,3,1,0.24,0,39.674133,-77.417427,5.83,1086.6
2732203,1.70215E+12,0,0,,0.18,0.14,0.84,-43,-1,-2,0.23,0,39.674133,-77.417427,5.29,1086.6
2732243,1.70215E+12,0,0,,0.11,0.22,0.76,-39,-7,2,0.25,0,39.674133,-77.417427,5.65,1086.6
2732283,1.70215E+12,0,0,,0.15,0.31,0.92,-37,-11,2,0.34,0,39.674133,-77.417427,5.78,1086.5
2732323,1.70215E+12,0,0,,0.09,0.48,0.96,-39,-13,-5,0.49,0,39.674137,-77.417427,5.45,1086.5
2732363,1.70215E+12,0,0,,0.05,0.45,1.25,-41,-11,-1,0.45,0,39.674137,-77.417427,5.82,1086.5
2732403,1.70215E+12,0,0,,0.09,0.3,1.49,-43,-2,-3,0.32,0,39.674137,-77.417427,5.4,1086.5
2732443,1.70215E+12,0,0,,0.09,0.31,1.28,-42,8,-2,0.33,0,39.674137,-77.417427,4.99,1086.6
2732483,1.70215E+12,0,0,,-0.38,0.05,0.88,-41,18,4,0.38,0,39.674141,-77.417427,4.68,1086.6
2732523,1.70215E+12,0,0,,-0.41,0.19,0.65,-37,13,-5,0.45,0,39.674141,-77.417427,3.5,1086.8
2732563,1.70215E+12,0,0,,-0.58,0.02,0.71,-31,0,-5,0.58,0,39.674141,-77.417427,3.49,1086.9
2732603,1.70215E+12,0,0,,0.3,0.16,1.11,-25,-6,-3,0.34,0,39.674141,-77.417427,3.44,1087
2732643,1.70215E+12,0,0,,0.36,0.54,0.82,-26,-7,8,0.65,0,39.674141,-77.417427,4,1087.2
2732683,1.70215E+12,0,0,,-0.32,0.69,1.41,-41,4,10,0.76,0,39.674141,-77.417427,4.21,1087.3
2732723,1.70215E+12,0,0,,-0.01,0.63,1.29,-50,17,5,0.63,0,39.674145,-77.417427,4.61,1087.3
2732763,1.70215E+12,0,1,,-0.26,0.08,0.86,-56,6,9,0.27,0,39.674145,-77.417427,4.2,1087.5
2732803,1.70215E+12,0,0,,-0.33,0.24,0.58,-55,6,11,0.41,0,39.674145,-77.417427,4.11,1087.6
2732843,1.70215E+12,0,0,,-0.72,0.06,0.41,-52,-4,9,0.72,0,39.674145,-77.417427,4.26,1087.7
2732883,1.70215E+12,0,0,,-0.34,0.19,0.16,-50,-9,10,0.39,0,39.674145,-77.417427,4.8,1087.8
2732923,1.70215E+12,0,0,,0.17,0.4,0.81,-52,-15,3,0.44,0,39.674145,-77.417427,5.3,1087.9
2732963,1.70215E+12,0,0,,0.16,0.45,1.04,-54,-15,-3,0.48,0,39.674149,-77.417427,5.73,1088
2733003,1.70215E+12,0,1,,-0.32,0.36,0.97,-52,-10,-2,0.48,0,39.674149,-77.417427,6.49,1088
2733043,1.70215E+12,0,1,12.78,0.15,0.46,1.63,-51,-5,14,0.49,0,39.674149,-77.417427,6.2,1088
2733083,1.70215E+12,0,0,,-0.21,0.7,1.55,-52,6,16,0.73,0,39.674149,-77.417435,6.44,1088.1
2733123,1.70215E+12,0,0,,-0.45,0.85,0.88,-59,6,-5,0.96,0,39.674152,-77.417435,6.32,1088.1
2733163,1.70215E+12,0,1,,-0.38,0.08,0.45,-62,-2,-12,0.38,0,39.674152,-77.417435,6.02,1088.1
2733203,1.70215E+12,0,1,,0.26,0.04,0.85,-55,-1,5,0.26,0,39.674152,-77.417435,5.98,1088.2
2733243,1.70215E+12,0,0,,0.32,0.79,1.41,-54,-6,15,0.85,0,39.674152,-77.417435,6.35,1088.2
2733363,1.70215E+12,0,0,,-0.58,0.17,0.74,-48,2,10,0.6,0,39.674152,-77.417442,6.57,1088.4
2733403,1.70215E+12,0,0,,-0.66,0.26,0.84,-41,-3,-2,0.7,0,39.674152,-77.417442,6.95,1088.5
2733443,1.70215E+12,0,0,,-0.68,0.37,0.77,-39,-7,-21,0.78,0,39.674152,-77.417442,7.02,1088.5
2733483,1.70215E+12,0,0,,-0.23,-0.05,0.78,-32,-2,-12,0.24,0,39.674156,-77.417442,7.53,1088.5
2733523,1.70215E+12,0,0,,-0.16,-0.31,1.43,-23,6,5,0.35,0,39.674156,-77.417442,7.61,1088.6
2733563,1.70215E+12,0,0,,-0.05,-0.24,0.77,-16,14,-4,0.25,0,39.674156,-77.41745,7.72,1088.7
2733603,1.70215E+12,0,0,,0.06,-0.29,0.82,-8,1,-20,0.3,0,39.674156,-77.41745,8.05,1088.7
2733643,1.70215E+12,0,0,,-0.05,-0.38,1.09,1,-1,-12,0.38,0,39.674156,-77.41745,8.01,1088.8
2733683,1.70215E+12,0,1,,-0.47,0.02,0.65,8,4,-11,0.47,0,39.674156,-77.41745,8.17,1088.9
2733723,1.70215E+12,0,1,,-0.2,-0.09,0.54,9,-4,-4,0.22,0,39.674156,-77.41745,8.5,1088.9
2733763,1.70215E+12,0,0,,0.16,0.01,1.39,5,-11,5,0.16,0,39.674156,-77.41745,8.46,1089
2733803,1.70215E+12,0,0,,0.13,-0.14,1.4,4,1,2,0.19,0,39.67416,-77.41745,8.85,1089
2733843,1.70215E+12,0,0,,-0.1,-0.07,1.07,5,7,1,0.12,0,39.67416,-77.41745,9.3,1089.1
2733883,1.70215E+12,0,0,,-0.04,0.11,0.76,7,7,-7,0.12,0,39.67416,-77.417458,9.32,1089.2
2733923,1.70215E+12,0,0,,-0.1,0.16,0.47,6,-3,-8,0.19,0,39.67416,-77.417458,7.74,1089.2
2734043,1.70215E+12,0,0,12.79,-0.04,-0.05,1.4,6,-3,3,0.06,0,39.674164,-77.417465,8.67,1089.3
2734083,1.70215E+12,0,0,,0.13,0.05,1.63,6,5,-3,0.13,0,39.674164,-77.417465,8.11,1089.4
2734123,1.70215E+12,0,0,,-0.02,0.05,1.08,6,16,1,0.05,0,39.674164,-77.417465,8.02,1089.4
2734163,1.70215E+12,0,0,,-0.15,-0.05,0.68,6,9,-1,0.15,0,39.674164,-77.417465,7.55,1089.4
2734203,1.70215E+12,0,0,,0.25,0.02,0.4,5,-3,-3,0.26,0,39.674164,-77.417473,7.5,1089.4
2734243,1.70215E+12,0,0,,-0.35,0.21,0.96,4,-14,-1,0.41,0,39.674164,-77.417473,7.22,1089.5
2734283,1.70215E+12,0,0,,-0.18,-0.27,1.37,2,-5,2,0.32,0,39.674168,-77.417473,7.54,1089.5
2734323,1.70215E+12,0,1,,-0.58,-0.23,1.32,4,9,-4,0.62,0,39.674168,-77.417473,7.74,1089.6
2734363,1.70215E+12,0,1,,-0.65,0.13,0.78,4,25,-5,0.67,0,39.674168,-77.41748,7.43,1089.6
2734403,1.70215E+12,0,0,,-0.22,0.21,0.61,4,22,-12,0.3,0,39.674168,-77.41748,7.17,1089.7
2734443,1.70215E+12,0,0,,0.14,-0.02,0.96,4,0,-9,0.14,0,39.674168,-77.41748,7.02,1089.7
2734483,1.70215E+12,0,1,,-0.27,-0.18,0.77,5,-11,1,0.32,0,39.674171,-77.41748,7.35,1089.7
2734523,1.70215E+12,0,1,,-0.51,-0.13,0.81,7,-15,2,0.52,0,39.674171,-77.41748,8.12,1089.7
2734683,1.70215E+12,0,1,,0.19,-0.71,0.58,40,1,-4,0.74,0,39.674171,-77.417488,9.1,1089.8
2734723,1.70215E+12,0,0,,0.12,-0.37,0.64,46,0,-1,0.39,0,39.674171,-77.417496,8.79,1089.8
2734763,1.70215E+12,0,0,,0.71,-0.68,1.05,53,-8,1,0.99,0,39.674171,-77.417496,9.38,1089.7
2734803,1.70215E+12,0,0,,0.46,-0.41,1.58,60,-4,-19,0.62,0,39.674171,-77.417496,9.28,1089.7
2734843,1.70215E+12,0,0,,0.35,-0.63,0.76,61,-1,-7,0.72,0,39.674175,-77.417496,9.06,1089.8
2734883,1.70215E+12,0,0,,-0.15,-0.22,0.95,62,-5,-1,0.26,0,39.674175,-77.417496,9.11,1089.8
2734923,1.70215E+12,0,1,,0.05,-0.32,1.01,59,-7,-14,0.33,0,39.674175,-77.417496,8.75,1089.8
2734963,1.70215E+12,0,1,,-0.14,-0.59,0.81,62,-6,-9,0.61,0,39.674175,-77.417496,8.69,1089.8
2735003,1.70215E+12,0,0,,-0.03,-0.58,0.95,62,-9,2,0.58,0,39.674179,-77.417496,8.99,1089.8
2735043,1.70215E+12,0,1,12.78,-0.22,-0.43,0.82,62,-3,2,0.48,0,39.674179,-77.417503,8.91,1089.8
2735083,1.70215E+12,0,1,,-0.2,-0.22,0.52,58,-12,6,0.29,0,39.674179,-77.417503,8.29,1089.8
2735123,1.70215E+12,0,1,,0.06,-0.32,0.83,51,-11,-2,0.32,0,39.674183,-77.417503,8.42,1089.8
2735163,1.70215E+12,0,0,,0.37,-0.29,0.96,48,-17,-5,0.47,0,39.674183,-77.417503,9.04,1089.8
2735283,1.70215E+12,0,0,,0.1,-0.42,1.4,61,-5,-11,0.43,0,39.67419,-77.417511,8.81,1089.8
2735323,1.70215E+12,0,0,,0.1,-0.27,1.09,64,2,-11,0.29,0,39.67419,-77.417511,8.82,1089.7
2735363,1.70215E+12,0,0,,0.13,-0.34,0.82,63,-2,-11,0.37,0,39.67419,-77.417511,8.4,1089.6
2735403,1.70215E+12,0,0,,-0.01,-0.29,0.8,64,-11,-10,0.29,0,39.674194,-77.417511,8.14,1089.6
2735443,1.70215E+12,0,0,,0.24,-0.55,0.98,66,-14,-15,0.6,0,39.674194,-77.417511,8.12,1089.6
2735483,1.70215E+12,0,0,,0.58,-0.46,1.14,69,-11,-9,0.75,0,39.674194,-77.417511,8.18,1089.6
2735523,1.70215E+12,0,0,,0.51,-0.33,1.1,71,-5,-3,0.61,0,39.674194,-77.417511,8.22,1089.7
2735563,1.70215E+12,0,0,,0.49,-0.23,1.37,71,4,-2,0.54,0,39.674194,-77.417511,8.48,1089.7
2735603,1.70215E+12,0,0,,0.24,-0.3,1.35,69,11,-12,0.39,0,39.674198,-77.417511,8.05,1089.7
2735643,1.70215E+12,0,0,,0.03,-0.36,0.63,67,11,-17,0.36,0,39.674198,-77.417511,8.1,1089.7
2735683,1.70215E+12,0,0,,0.16,-0.01,0.46,60,-1,-14,0.16,0,39.674202,-77.417511,7.61,1089.7
2735723,1.70215E+12,0,0,,0.18,-0.24,0.94,51,-13,-18,0.3,0,39.674202,-77.417511,7.55,1089.7
2735763,1.70215E+12,0,0,,0.36,-0.38,1.35,53,-9,-17,0.53,0,39.674202,-77.417511,7.56,1089.7
2735803,1.70215E+12,0,0,,0.33,-0.55,1.43,56,1,-6,0.65,0,39.674206,-77.417511,7.79,1089.7
2735843,1.70215E+12,0,0,,0.25,-0.46,1.25,56,3,-1,0.53,0,39.674206,-77.417511,7.78,1089.7
2735963,1.70215E+12,0,0,,-0.01,-0.27,0.78,49,2,7,0.27,0,39.67421,-77.417511,6.95,1089.7
2736003,1.70215E+12,0,0,,0.14,-0.07,0.73,45,-2,7,0.15,0,39.67421,-77.417511,6.7,1089.8
2736043,1.70215E+12,0,0,12.78,-0.12,-0.18,1.31,45,2,-7,0.22,0,39.674213,-77.417511,6.92,1089.8
2736083,1.70215E+12,0,0,,0.13,-0.24,0.81,43,5,-9,0.27,0,39.674213,-77.417511,7.42,1089.8
2736123,1.70215E+12,0,0,,-0.53,-0.33,0.65,43,-2,-3,0.62,0,39.674213,-77.417511,7.24,1089.8
2736163,1.70215E+12,0,0,,-0.2,-0.19,0.87,42,-5,-1,0.28,0,39.674213,-77.417511,7.05,1089.8
2736203,1.70215E+12,0,0,,-0.48,-0.09,1.03,40,-11,-10,0.49,0,39.674213,-77.417511,7.05,1089.8
2736243,1.70215E+12,0,0,,-0.12,-0.31,1.04,39,-16,-16,0.33,0,39.674213,-77.417503,7.66,1089.7
2736283,1.70215E+12,0,0,,0.22,-0.3,0.62,41,-18,-6,0.38,0,39.674217,-77.417503,8.03,1089.7
2736323,1.70215E+12,0,0,,0.06,-0.43,1.21,38,-18,0,0.43,0,39.674217,-77.417503,8.03,1089.7
2736363,1.70215E+12,0,0,,0.34,-0.4,1.25,42,-14,-1,0.53,0,39.674217,-77.417503,8.44,1089.6
2736403,1.70215E+12,0,0,,0.21,-0.53,1.07,48,-11,-1,0.58,0,39.674221,-77.417503,8.42,1089.6
2736443,1.70215E+12,0,1,,0.19,-0.58,0.8,50,-13,-1,0.61,0,39.674221,-77.417503,8.27,1089.6
2736603,1.70215E+12,0,1,,-0.02,-0.41,0.93,59,9,-3,0.41,0,39.674225,-77.417496,7.74,1089.3
2736643,1.70215E+12,0,1,,-0.2,-0.1,0.57,57,6,-4,0.22,0,39.674229,-77.417496,7.51,1089.3
2736683,1.70215E+12,0,1,,-0.01,-0.27,0.89,50,0,-10,0.27,0,39.674229,-77.417496,7.2,1089.2
2736723,1.70215E+12,0,1,,0.14,-0.31,0.8,51,-9,-8,0.34,0,39.674229,-77.417496,7.39,1089.1
2736763,1.70215E+12,0,1,,0,-0.02,1.1,48,-16,-13,0.02,0,39.674229,-77.417496,7.66,1089
2736803,1.70215E+12,0,1,,0.23,-0.62,1.48,45,-14,-20,0.66,0,39.674232,-77.417496,8.01,1089
2736843,1.70215E+12,0,0,,0.55,-0.61,1.11,49,1,-11,0.82,0,39.674232,-77.417496,8.34,1089
2736883,1.70215E+12,0,0,,0.34,-0.59,0.78,56,-2,11,0.68,0,39.674232,-77.417496,8.18,1089.1
2736923,1.70215E+12,0,1,,0.15,-0.32,1.19,57,2,3,0.36,0,39.674232,-77.417488,7.58,1089
2736963,1.70215E+12,0,1,,-0.08,-0.47,0.83,56,4,-8,0.47,0,39.674232,-77.417488,7.65,1088.9
2737003,1.70215E+12,0,1,,0.23,-0.22,0.88,57,1,-6,0.32,0,39.674232,-77.417488,7.48,1088.9
2737043,1.70215E+12,0,1,12.78,0.08,-0.2,1.04,54,1,-12,0.22,0,39.674232,-77.417488,7.38,1088.8
2737083,1.70215E+12,0,1,,0.13,-0.36,0.76,50,-5,-1,0.38,0,39.674232,-77.417488,7.53,1088.8
2737203,1.70215E+12,0,1,,0.34,-0.53,1.33,43,2,-7,0.63,0,39.674232,-77.41748,7.87,1088.6
2737243,1.70215E+12,0,1,,0.25,-0.56,0.88,46,4,-1,0.61,0,39.674232,-77.41748,7.72,1088.6
2737283,1.70215E+12,0,1,,0.04,-0.25,0.67,47,1,4,0.25,0,39.674232,-77.417473,7.28,1088.5
2737323,1.70215E+12,0,1,,0.11,-0.22,0.57,44,-8,8,0.24,0,39.674232,-77.417473,7.24,1088.5
2737363,1.70215E+12,0,1,,0.04,-0.06,0.71,40,-13,0,0.07,0,39.674232,-77.417473,7,1088.5
2737403,1.70215E+12,0,1,,0.18,-0.2,0.87,42,-12,-13,0.27,0,39.674232,-77.417473,7.15,1088.5
2737443,1.70215E+12,0,1,,0.3,-0.31,1.4,43,-7,-15,0.43,0,39.674236,-77.417465,7.44,1088.5
2737483,1.70215E+12,0,1,,0.25,-0.54,1.41,46,3,-14,0.6,0,39.674236,-77.417465,7.49,1088.4
2737523,1.70215E+12,0,1,,0.21,-0.38,0.55,46,1,-1,0.43,0,39.674236,-77.417465,7.04,1088.4
2737563,1.70215E+12,0,1,,0.15,0.05,0.56,37,-15,9,0.16,0,39.674236,-77.417465,6.91,1088.3
2737603,1.70215E+12,0,1,,0.25,-0.15,1.23,30,-20,-1,0.29,0,39.674236,-77.417458,6.74,1088.2
2737643,1.70215E+12,0,1,,0.44,-0.68,1.11,34,-14,-1,0.81,0,39.674232,-77.417458,7.21,1088.3
2737683,1.70215E+12,0,0,,0.2,-0.52,1.16,44,-5,4,0.56,0,39.674232,-77.417458,7.15,1088.2
2737723,1.70215E+12,0,0,,0.18,-0.25,1.09,48,-1,2,0.31,0,39.674232,-77.417458,6.83,1088.3
2737763,1.70215E+12,0,0,,0.21,-0.13,1.13,48,3,-5,0.25,0,39.674232,-77.417458,6.21,1088.2
2737883,1.70215E+12,0,1,,0.07,0.04,0.86,39,-6,2,0.08,0,39.674232,-77.41745,5.53,1088.2
2737923,1.70215E+12,0,1,,0.17,-0.14,0.95,36,-4,-4,0.22,0,39.674232,-77.41745,5.65,1088.2
2737963,1.70215E+12,0,1,,0.16,-0.29,0.89,39,-9,-5,0.33,0,39.674232,-77.41745,6.07,1088.2
2738003,1.70215E+12,0,1,,0.02,-0.03,1.07,39,-3,-4,0.04,0,39.674232,-77.41745,6.29,1088.2
2738043,1.70215E+12,0,1,12.8,0.15,-0.09,1.3,34,2,6,0.18,0,39.674232,-77.41745,6.16,1088.1
2738083,1.70215E+12,0,0,,0.17,0.17,1.1,22,7,10,0.25,0,39.674232,-77.41745,6,1088.1
2738123,1.70215E+12,0,0,,-0.05,0.62,1.19,11,8,16,0.62,0,39.674232,-77.41745,5.54,1088
2738163,1.70215E+12,0,0,,-0.07,0.05,1.29,1,8,19,0.09,0,39.674232,-77.41745,5.38,1088
2738203,1.70215E+12,0,0,,-0.07,-0.11,1.33,0,11,31,0.13,0,39.674232,-77.41745,5.13,1088
2738243,1.70215E+12,0,0,,-0.17,0.4,0.72,-1,8,32,0.43,0,39.674232,-77.417442,5.06,1088
2738283,1.70215E+12,0,0,,-0.2,0.37,0.6,-5,-1,11,0.42,0,39.674232,-77.417442,5.11,1088
2738323,1.70215E+12,0,0,,-0.11,0.4,0.51,-10,-9,-9,0.41,0,39.674232,-77.417442,5.21,1088
2738363,1.70215E+12,0,0,,-0.19,0.1,0.33,-10,-14,-18,0.21,0,39.674232,-77.417442,5.35,1088
2738523,1.70215E+12,0,0,,-0.12,0.27,1.46,-10,-3,-1,0.3,0,39.674229,-77.417435,5.95,1087.9
2738563,1.70215E+12,0,0,,-0.12,-0.05,1.32,-14,-4,-9,0.13,0,39.674229,-77.417435,5.6,1087.8
2738603,1.70215E+12,0,0,,-0.06,-0.34,1.11,-13,0,0,0.35,0,39.674229,-77.417435,5.61,1087.8
2738643,1.70215E+12,0,0,,-0.03,-0.36,0.89,-9,3,6,0.36,0,39.674229,-77.417435,5.54,1087.8
2738683,1.70215E+12,0,0,,-0.01,-0.09,0.83,-6,4,5,0.09,0,39.674229,-77.417435,5.45,1087.8
2738723,1.70215E+12,0,0,,-0.04,0.07,0.86,-6,3,1,0.09,0,39.674229,-77.417427,5.62,1087.8
2738763,1.70215E+12,0,0,,-0.04,-0.01,0.94,-7,0,0,0.04,0,39.674229,-77.417427,5.36,1087.8
2738803,1.70215E+12,0,0,,-0.04,0.01,1.05,-7,-3,2,0.04,0,39.674229,-77.417427,5.37,1087.8
2738843,1.70215E+12,0,0,,-0.07,-0.04,1.22,-6,-2,1,0.09,0,39.674229,-77.417427,5.54,1087.8
2738883,1.70215E+12,0,0,,0.04,-0.05,1.16,-7,-1,0,0.07,0,39.674225,-77.417427,5.45,1087.8
2738923,1.70215E+12,0,0,,-0.04,-0.09,1.09,-6,3,-4,0.1,0,39.674225,-77.417427,5.44,1087.8
2738963,1.70215E+12,0,0,,0.01,-0.04,0.86,-4,4,-8,0.05,0,39.674225,-77.417419,5.1,1087.7
2739003,1.70215E+12,0,0,,0.02,-0.05,0.74,-3,3,-7,0.05,0,39.674225,-77.417419,5.19,1087.7
2739043,1.70215E+12,0,0,12.79,0.16,0.21,0.83,-5,-2,-1,0.26,0,39.674225,-77.417419,5.21,1087.7
2739163,1.70215E+12,0,0,,-0.14,-0.13,0.88,-6,0,-4,0.19,0,39.674225,-77.417419,5.33,1087.6
2739203,1.70215E+12,0,0,,-0.09,-0.09,0.79,-6,-3,4,0.12,0,39.674225,-77.417412,5.67,1087.6
2739243,1.70215E+12,0,0,,-0.14,-0.11,1.1,-7,-5,4,0.18,0,39.674225,-77.417412,5.34,1087.6
2739283,1.70215E+12,0,0,,-0.03,-0.11,1.21,-7,-4,3,0.11,0,39.674225,-77.417412,5.59,1087.5
2739323,1.70215E+12,0,0,,-0.01,-0.14,1.06,-9,-3,2,0.14,0,39.674225,-77.417412,5.97,1087.5
2739363,1.70215E+12,0,0,,0.03,-0.13,1.31,-7,-1,6,0.13,0,39.674225,-77.417412,5.56,1087.4
2739403,1.70215E+12,0,0,,0.02,0.02,1.05,-5,4,4,0.02,0,39.674225,-77.417412,5.52,1087.4
2739443,1.70215E+12,0,0,,0.18,-0.03,0.82,-4,6,3,0.19,0,39.674221,-77.417412,5.62,1087.4
2739483,1.70215E+12,0,0,,0.04,0.03,0.66,-3,3,3,0.05,0,39.674221,-77.417412,5.46,1087.4
2739523,1.70215E+12,0,0,,-0.01,0.03,0.72,-3,-3,1,0.03,0,39.674221,-77.417412,5.32,1087.4
2739563,1.70215E+12,0,0,,0,-0.17,1,-2,-5,-2,0.17,0,39.674221,-77.417412,5.49,1087.3
2739603,1.70215E+12,0,0,,-0.13,0,1.08,-1,-3,2,0.13,0,39.674221,-77.417412,5.73,1087.3
2739643,1.70215E+12,0,0,,-0.12,0.01,1.08,-2,-1,-5,0.12,0,39.674221,-77.417412,5.86,1087.2
2739683,1.70215E+12,0,1,,0.05,0.03,1.06,-2,0,-9,0.05,0,39.674221,-77.417404,5.72,1087.2
2739803,1.70215E+12,0,1,,-0.05,-0.04,0.91,-7,9,-3,0.06,0,39.674221,-77.417404,5.56,1087
2739843,1.70215E+12,0,1,,-0.01,-0.15,0.76,-7,6,1,0.15,0,39.674221,-77.417404,5.5,1087
2739883,1.70215E+12,0,0,,-0.06,-0.19,0.81,-6,-2,6,0.2,0,39.674221,-77.417404,5.45,1086.9
2739923,1.70215E+12,0,0,,0.11,-0.03,1.14,-5,-8,-1,0.11,0,39.674221,-77.417397,5.42,1086.9
2739963,1.70215E+12,0,0,,0.09,-0.04,1.07,-6,-7,1,0.1,0,39.674221,-77.417397,5.78,1086.9
2740003,1.70215E+12,0,1,,0.11,0.02,1.22,-5,3,12,0.11,0,39.674221,-77.417397,6.12,1086.9
2740043,1.70215E+12,0,0,12.8,0.07,0.19,0.98,-8,8,12,0.2,0,39.674221,-77.417397,5.82,1086.9
2740083,1.70215E+12,0,0,,-0.02,0.18,0.98,-10,7,0,0.18,0,39.674221,-77.417397,5.4,1086.9
2740123,1.70215E+12,0,0,,0.02,0.31,0.85,-11,3,-3,0.31,0,39.674217,-77.417389,5.46,1086.9
2740163,1.70215E+12,0,0,,0.09,0.38,0.89,-18,4,8,0.39,0,39.674217,-77.417389,5.4,1086.8
2740203,1.70215E+12,0,0,,0.12,0.44,1.04,-24,4,15,0.46,0,39.674217,-77.417389,5.45,1086.8
2740243,1.70215E+12,0,0,,0.18,0.31,1.24,-28,9,8,0.36,0,39.674217,-77.417389,5.34,1086.7
2740283,1.70215E+12,0,0,,0.11,0.32,0.98,-29,12,2,0.34,0,39.674217,-77.417389,5.16,1086.7
2740323,1.70215E+12,0,0,,0.01,0.03,0.75,-27,8,4,0.04,0,39.674217,-77.417389,5.17,1086.6
2740443,1.70215E+12,0,0,,0.08,0.12,1.31,-19,2,4,0.14,0,39.674217,-77.417381,5.06,1086.4
2740483,1.70215E+12,0,0,,0.02,0.24,0.9,-19,7,-1,0.24,0,39.674217,-77.417381,5.21,1086.3
2740523,1.70215E+12,0,0,,0.08,-0.1,0.65,-20,2,-1,0.13,0,39.674217,-77.417381,5.14,1086.3
2740563,1.70215E+12,0,0,,-0.02,0,0.99,-19,-1,7,0.02,0,39.674217,-77.417381,5.25,1086.2
2740603,1.70215E+12,0,0,,-0.02,0,1.12,-19,0,5,0.02,0,39.674217,-77.417381,5.22,1086.2
2740643,1.70215E+12,0,0,,-0.07,0.1,1.1,-19,0,4,0.12,0,39.674217,-77.417374,5.02,1086.1
2740683,1.70215E+12,0,0,,-0.01,0.09,0.99,-19,-1,3,0.09,0,39.674217,-77.417374,5.09,1086
2740723,1.70215E+12,0,0,,0.02,0.1,0.96,-19,-3,1,0.1,0,39.674217,-77.417374,5.26,1086
2740763,1.70215E+12,0,0,,0.08,0.13,0.99,-18,-5,-2,0.15,0,39.674217,-77.417374,5,1086
2740803,1.70215E+12,0,0,,0.09,0.21,1.17,-18,-1,4,0.22,0,39.674217,-77.417374,5.06,1085.9
2740843,1.70215E+12,0,0,,0.09,0.1,0.9,-21,5,3,0.13,0,39.674217,-77.417374,5.04,1085.9
2740883,1.70215E+12,0,0,,0.11,0.13,0.86,-21,3,1,0.16,0,39.674221,-77.417374,4.89,1085.9
2740923,1.70215E+12,0,0,,0.09,-0.05,0.74,-20,-3,2,0.1,0,39.674221,-77.417374,4.74,1085.8
2740963,1.70215E+12,0,0,,0.14,-0.04,1.25,-18,-5,1,0.14,0,39.674221,-77.417374,4.74,1085.8
